Type Name,Type Description,Attribute Name,Attribute Description
SalesforceDashboard,Instance of a Salesforce dashboard in Atlan.,reportCount,Number of reports linked to the dashboard in Salesforce.
SalesforceDashboard,Instance of a Salesforce dashboard in Atlan.,reports,Reports linked to the dashboard in Salesforce.
SalesforceDashboard,Instance of a Salesforce dashboard in Atlan.,organization,TBC
SalesforceField,Instance of a Salesforce field in Atlan.,dataType,Data type of values in the field.
SalesforceField,Instance of a Salesforce field in Atlan.,objectQualifiedName,TBC
SalesforceField,Instance of a Salesforce field in Atlan.,order,TBC
SalesforceField,Instance of a Salesforce field in Atlan.,inlineHelpText,TBC
SalesforceField,Instance of a Salesforce field in Atlan.,isCalculated,TBC
SalesforceField,Instance of a Salesforce field in Atlan.,formula,TBC
SalesforceField,Instance of a Salesforce field in Atlan.,isCaseSensitive,TBC
SalesforceField,Instance of a Salesforce field in Atlan.,isEncrypted,TBC
SalesforceField,Instance of a Salesforce field in Atlan.,maxLength,TBC
SalesforceField,Instance of a Salesforce field in Atlan.,isNullable,TBC
SalesforceField,Instance of a Salesforce field in Atlan.,precision,Total number of digits allowed.
SalesforceField,Instance of a Salesforce field in Atlan.,numericScale,Number of digits allowed to the right of the decimal point.
SalesforceField,Instance of a Salesforce field in Atlan.,isUnique,TBC
SalesforceField,Instance of a Salesforce field in Atlan.,picklistValues,List of values from which a user can pick while adding a record.
SalesforceField,Instance of a Salesforce field in Atlan.,isPolymorphicForeignKey,Whether the field references a record of multiple objects (true) or not (false).
SalesforceField,Instance of a Salesforce field in Atlan.,defaultValueFormula,TBC
SalesforceField,Instance of a Salesforce field in Atlan.,lookupObjects,TBC
SalesforceField,Instance of a Salesforce field in Atlan.,object,TBC
SalesforceObject,Instance of a Salesforce object in Atlan.,isCustom,Whether the object is a custom object (true) or not (false).
SalesforceObject,Instance of a Salesforce object in Atlan.,isMergable,TBC
SalesforceObject,Instance of a Salesforce object in Atlan.,isQueryable,TBC
SalesforceObject,Instance of a Salesforce object in Atlan.,fieldCount,Number of fields in the object.
SalesforceObject,Instance of a Salesforce object in Atlan.,lookupFields,TBC
SalesforceObject,Instance of a Salesforce object in Atlan.,organization,TBC
SalesforceObject,Instance of a Salesforce object in Atlan.,fields,TBC
SalesforceOrganization,Instance of a Salesforce organization in Atlan.,sourceId,ID of the organization in Salesforce.
SalesforceOrganization,Instance of a Salesforce organization in Atlan.,reports,TBC
SalesforceOrganization,Instance of a Salesforce organization in Atlan.,objects,TBC
SalesforceOrganization,Instance of a Salesforce organization in Atlan.,dashboards,TBC
SalesforceReport,Instance of a Salesforce report in Atlan.,sourceId,ID of the report in Salesforce.
SalesforceReport,Instance of a Salesforce report in Atlan.,reportType,Type of report in Salesforce.
SalesforceReport,Instance of a Salesforce report in Atlan.,detailColumns,List of column names on the report.
SalesforceReport,Instance of a Salesforce report in Atlan.,dashboards,TBC
SalesforceReport,Instance of a Salesforce report in Atlan.,organization,TBC
Schema,Instance of a database schema in Atlan.,tableCount,Number of tables in this schema.
Schema,Instance of a database schema in Atlan.,viewsCount,Number of views in this schema.
Schema,Instance of a database schema in Atlan.,snowflakeTags,Tags applied to this schema in Snowflake.
Schema,Instance of a database schema in Atlan.,functions,TBC
Schema,Instance of a database schema in Atlan.,tables,Tables that exist within this schema.
Schema,Instance of a database schema in Atlan.,database,Database in which this schema exists.
Schema,Instance of a database schema in Atlan.,procedures,Stored procedures (routines) that are defined within this schema.
Schema,Instance of a database schema in Atlan.,views,Views that exist within this schema.
Schema,Instance of a database schema in Atlan.,materialisedViews,Materialized views that exist within this schema.
Schema,Instance of a database schema in Atlan.,snowflakeDynamicTables,TBC
Schema,Instance of a database schema in Atlan.,snowflakePipes,Snowflake Pipes that are defined within this schema.
Schema,Instance of a database schema in Atlan.,snowflakeStreams,Snowflake Streams that are defined within this schema.
SchemaRegistry,Schema Registry Assets,schemaRegistrySchemaType,"Type of language/specification used to define the schema like JSON, Protobuf etc."
SchemaRegistry,Schema Registry Assets,schemaRegistrySchemaId,Unique identifier for schema definition set by the schema registry
SchemaRegistrySubject,Schema Registry Subject Assets,schemaRegistrySubjectBaseName,"Base name of the subject (i.e. without -key, -value prefixes)"
SchemaRegistrySubject,Schema Registry Subject Assets,schemaRegistrySubjectIsKeySchema,If the subject is a schema for the keys of the messages.
SchemaRegistrySubject,Schema Registry Subject Assets,schemaRegistrySubjectSchemaCompatibility,Compatibility of the schema across versions.
SchemaRegistrySubject,Schema Registry Subject Assets,schemaRegistrySubjectLatestSchemaVersion,Latest schema version of the subject.
SchemaRegistrySubject,Schema Registry Subject Assets,schemaRegistrySubjectLatestSchemaDefinition,Definition of the latest schema in the subject.
SchemaRegistrySubject,Schema Registry Subject Assets,schemaRegistrySubjectGoverningAssetQualifiedNames,List of asset qualified names that this subject is governing/validating.
SchemaRegistrySubject,Schema Registry Subject Assets,assets,TBC
Sigma,Base class for Sigma assets.,sigmaWorkbookQualifiedName,TBC
Sigma,Base class for Sigma assets.,sigmaWorkbookName,TBC
Sigma,Base class for Sigma assets.,sigmaPageQualifiedName,TBC
Sigma,Base class for Sigma assets.,sigmaPageName,TBC
Sigma,Base class for Sigma assets.,sigmaDataElementQualifiedName,TBC
Sigma,Base class for Sigma assets.,sigmaDataElementName,TBC
SigmaDataElement,Instance of a Sigma data element in Atlan.,sigmaDataElementQuery,TBC
SigmaDataElement,Instance of a Sigma data element in Atlan.,sigmaDataElementType,TBC
SigmaDataElement,Instance of a Sigma data element in Atlan.,sigmaDataElementFieldCount,Number of data element fields within this data element.
SigmaDataElement,Instance of a Sigma data element in Atlan.,sigmaPage,Page that contains this data element.
SigmaDataElement,Instance of a Sigma data element in Atlan.,sigmaDataElementFields,Data element fields within this data element.
SigmaDataElementField,Instance of a Sigma data element field in Atlan.,sigmaDataElementFieldIsHidden,TBC
SigmaDataElementField,Instance of a Sigma data element field in Atlan.,sigmaDataElementFieldFormula,TBC
SigmaDataElementField,Instance of a Sigma data element field in Atlan.,sigmaDataElement,Data element that contains this data element field.
SigmaDataset,Instance of a Sigma dataset in Atlan.,sigmaDatasetColumnCount,Number of columns that exist within this dataset.
SigmaDataset,Instance of a Sigma dataset in Atlan.,sigmaDatasetColumns,Columns that exist within this dataset.
SigmaDatasetColumn,Instance of a Sigma dataset column in Atlan.,sigmaDatasetQualifiedName,Unique name of the dataset that contains this column.
SigmaDatasetColumn,Instance of a Sigma dataset column in Atlan.,sigmaDatasetName,Human-readable name of the dataset that contains this column.
SigmaDatasetColumn,Instance of a Sigma dataset column in Atlan.,sigmaDataset,Dataset that contains this column.
SigmaPage,Instance of a Sigma page in Atlan.,sigmaDataElementCount,Number of data elements that exist within this page.
SigmaPage,Instance of a Sigma page in Atlan.,sigmaDataElements,Data elements within this page.
SigmaPage,Instance of a Sigma page in Atlan.,sigmaWorkbook,Workbook that contains this page.
SigmaWorkbook,Instance of a Sigma workbook in Atlan.,sigmaPageCount,Number of pages that exist within this workbook.
SigmaWorkbook,Instance of a Sigma workbook in Atlan.,sigmaPages,Pages that exist within this workbook.
SisenseDashboard,The SisenseDashboard type represents a dashboard in sisense. Dashboards in Sisense allow you to place multiple widgets on a single page.,sisenseDashboardFolderQualifiedName,Qualified name of the folder in which this dashboard exists
SisenseDashboard,The SisenseDashboard type represents a dashboard in sisense. Dashboards in Sisense allow you to place multiple widgets on a single page.,sisenseDashboardWidgetCount,Number of widgets that are present in this dashboard
SisenseDashboard,The SisenseDashboard type represents a dashboard in sisense. Dashboards in Sisense allow you to place multiple widgets on a single page.,sisenseDatamodels,TBC
SisenseDashboard,The SisenseDashboard type represents a dashboard in sisense. Dashboards in Sisense allow you to place multiple widgets on a single page.,sisenseWidgets,TBC
SisenseDashboard,The SisenseDashboard type represents a dashboard in sisense. Dashboards in Sisense allow you to place multiple widgets on a single page.,sisenseFolder,TBC
SisenseDatamodel,The SisenseDatamodel type represents a datamodel in sisense. Datamodels in sisense are an abstraction to group tables together that you can use to build dashboards,sisenseDatamodelTableCount,Number of tables present in the datamodel
SisenseDatamodel,The SisenseDatamodel type represents a datamodel in sisense. Datamodels in sisense are an abstraction to group tables together that you can use to build dashboards,sisenseDatamodelServer,Hostname of server on which the Datamodel is created
SisenseDatamodel,The SisenseDatamodel type represents a datamodel in sisense. Datamodels in sisense are an abstraction to group tables together that you can use to build dashboards,sisenseDatamodelRevision,Revision of the datamodel
SisenseDatamodel,The SisenseDatamodel type represents a datamodel in sisense. Datamodels in sisense are an abstraction to group tables together that you can use to build dashboards,sisenseDatamodelLastBuildTime,Timestamp of when the datamodel was last built
SisenseDatamodel,The SisenseDatamodel type represents a datamodel in sisense. Datamodels in sisense are an abstraction to group tables together that you can use to build dashboards,sisenseDatamodelLastSuccessfulBuildTime,Timestamp of when the datamodel was last built successfully
SisenseDatamodel,The SisenseDatamodel type represents a datamodel in sisense. Datamodels in sisense are an abstraction to group tables together that you can use to build dashboards,sisenseDatamodelLastPublishTime,Timestamp of when the datamodel was last published
SisenseDatamodel,The SisenseDatamodel type represents a datamodel in sisense. Datamodels in sisense are an abstraction to group tables together that you can use to build dashboards,sisenseDatamodelType,Type of the datamodel. It has values 'extract' or 'custom'
SisenseDatamodel,The SisenseDatamodel type represents a datamodel in sisense. Datamodels in sisense are an abstraction to group tables together that you can use to build dashboards,sisenseDatamodelRelationType,Default relation type for the Datamodel. 'extract' type Datamodels have regular relations by default. 'live' type Datamodels have direct relations by default.
SisenseDatamodel,The SisenseDatamodel type represents a datamodel in sisense. Datamodels in sisense are an abstraction to group tables together that you can use to build dashboards,sisenseDatamodelTables,TBC
SisenseDatamodel,The SisenseDatamodel type represents a datamodel in sisense. Datamodels in sisense are an abstraction to group tables together that you can use to build dashboards,sisenseDashboards,TBC
SisenseDatamodelTable,The SisenseDatamodelTable type represents a table in a datamodel.,sisenseDatamodelQualifiedName,Qualified name of the datamodel in which this datamodel table is present
SisenseDatamodelTable,The SisenseDatamodelTable type represents a table in a datamodel.,sisenseDatamodelTableColumnCount,Number of columns present in the datamodel table
SisenseDatamodelTable,The SisenseDatamodelTable type represents a table in a datamodel.,sisenseDatamodelTableType,"Type of the datamodel table. 'base' for regular tables, 'custom' for SQL expression-based tables"
SisenseDatamodelTable,The SisenseDatamodelTable type represents a table in a datamodel.,sisenseDatamodelTableExpression,Actual SQL expression of the datamodel table
SisenseDatamodelTable,The SisenseDatamodelTable type represents a table in a datamodel.,sisenseDatamodelTableIsMaterialized,Boolean indicating if the datamodel table is materialised
SisenseDatamodelTable,The SisenseDatamodelTable type represents a table in a datamodel.,sisenseDatamodelTableIsHidden,Boolean indicating if the datamodel table is hidden on sisense
SisenseDatamodelTable,The SisenseDatamodelTable type represents a table in a datamodel.,sisenseDatamodelTableSchedule,Refresh schedule of the datamodel table (JSON Object)
SisenseDatamodelTable,The SisenseDatamodelTable type represents a table in a datamodel.,sisenseDatamodelTableLiveQuerySettings,LiveQuery settings of the datamodel table (JSON Object)
SisenseDatamodelTable,The SisenseDatamodelTable type represents a table in a datamodel.,sisenseDatamodel,TBC
SisenseDatamodelTable,The SisenseDatamodelTable type represents a table in a datamodel.,sisenseWidgets,TBC
SisenseFolder,The SisenseFolder type represents a folder in Sisense. This type is used to denote both parent folders and nested folders,sisenseFolderParentFolderQualifiedName,Qualified name of the parent folder
SisenseFolder,The SisenseFolder type represents a folder in Sisense. This type is used to denote both parent folders and nested folders,sisenseChildFolders,TBC
SisenseFolder,The SisenseFolder type represents a folder in Sisense. This type is used to denote both parent folders and nested folders,sisenseWidgets,TBC
SisenseFolder,The SisenseFolder type represents a folder in Sisense. This type is used to denote both parent folders and nested folders,sisenseDashboards,TBC
SisenseFolder,The SisenseFolder type represents a folder in Sisense. This type is used to denote both parent folders and nested folders,sisenseParentFolder,TBC
SisenseWidget,The SisenseWidget type represents a widget in Sisense.,sisenseWidgetColumnCount,Numbers of columns used in the widget
SisenseWidget,The SisenseWidget type represents a widget in Sisense.,sisenseWidgetSubType,Sub type of the widget
SisenseWidget,The SisenseWidget type represents a widget in Sisense.,sisenseWidgetSize,Size of the widget
SisenseWidget,The SisenseWidget type represents a widget in Sisense.,sisenseWidgetDashboardQualifiedName,Qualified name of the dashboard under which this widget is present
SisenseWidget,The SisenseWidget type represents a widget in Sisense.,sisenseWidgetFolderQualifiedName,Qualified name of the folder under which this widget is present
SisenseWidget,The SisenseWidget type represents a widget in Sisense.,sisenseDatamodelTables,TBC
SisenseWidget,The SisenseWidget type represents a widget in Sisense.,sisenseFolder,TBC
SisenseWidget,The SisenseWidget type represents a widget in Sisense.,sisenseDashboard,TBC
SnowflakeDynamicTable,Atlan Snowflake Dynamic Table Asset,definition,SQL statements used to define a Snowflake Dynamic Table
SnowflakePipe,Instance of a Snowflake Pipe in Atlan.,definition,TBC
SnowflakePipe,Instance of a Snowflake Pipe in Atlan.,snowflakePipeIsAutoIngestEnabled,TBC
SnowflakePipe,Instance of a Snowflake Pipe in Atlan.,snowflakePipeNotificationChannelName,TBC
SnowflakePipe,Instance of a Snowflake Pipe in Atlan.,atlanSchema,TBC
SnowflakeStream,Instance of a Snowflake Stream in Atlan.,snowflakeStreamType,TBC
SnowflakeStream,Instance of a Snowflake Stream in Atlan.,snowflakeStreamSourceType,TBC
SnowflakeStream,Instance of a Snowflake Stream in Atlan.,snowflakeStreamMode,TBC
SnowflakeStream,Instance of a Snowflake Stream in Atlan.,snowflakeStreamIsStale,TBC
SnowflakeStream,Instance of a Snowflake Stream in Atlan.,snowflakeStreamStaleAfter,TBC
SnowflakeStream,Instance of a Snowflake Stream in Atlan.,atlanSchema,TBC
SnowflakeTag,Instance of a Snowflake Tag in Atlan.,atlanSchema,Database schemas to which this tag is applied.
SodaCheck,Soda Check,sodaCheckId,Check Id
SodaCheck,Soda Check,sodaCheckEvaluationStatus,Check status
SodaCheck,Soda Check,sodaCheckDefinition,Check definition
SodaCheck,Soda Check,sodaCheckLastScanAt,TBC
SodaCheck,Soda Check,sodaCheckIncidentCount,TBC
SodaCheck,Soda Check,sodaCheckColumns,TBC
SodaCheck,Soda Check,sodaCheckAssets,TBC
Table,Instance of a database table in Atlan.,columnCount,Number of columns in this table.
Table,Instance of a database table in Atlan.,rowCount,Number of rows in this table.
Table,Instance of a database table in Atlan.,sizeBytes,Size of the table in bytes.
Table,Instance of a database table in Atlan.,alias,TBC
Table,Instance of a database table in Atlan.,isTemporary,Whether this table is temporary (true) or not (false).
Table,Instance of a database table in Atlan.,isQueryPreview,TBC
Table,Instance of a database table in Atlan.,queryPreviewConfig,TBC
Table,Instance of a database table in Atlan.,externalLocation,TBC
Table,Instance of a database table in Atlan.,externalLocationRegion,TBC
Table,Instance of a database table in Atlan.,externalLocationFormat,TBC
Table,Instance of a database table in Atlan.,isPartitioned,TBC
Table,Instance of a database table in Atlan.,partitionStrategy,TBC
Table,Instance of a database table in Atlan.,partitionCount,TBC
Table,Instance of a database table in Atlan.,partitionList,TBC
Table,Instance of a database table in Atlan.,partitions,TBC
Table,Instance of a database table in Atlan.,columns,Columns that exist within this table.
Table,Instance of a database table in Atlan.,queries,Queries that involve this table.
Table,Instance of a database table in Atlan.,facts,TBC
Table,Instance of a database table in Atlan.,atlanSchema,Schema in which this table exists.
Table,Instance of a database table in Atlan.,dimensions,TBC
TablePartition,Instance of a database table partition in Atlan.,constraint,TBC
TablePartition,Instance of a database table partition in Atlan.,columnCount,TBC
TablePartition,Instance of a database table partition in Atlan.,rowCount,TBC
TablePartition,Instance of a database table partition in Atlan.,sizeBytes,TBC
TablePartition,Instance of a database table partition in Atlan.,alias,TBC
TablePartition,Instance of a database table partition in Atlan.,isTemporary,TBC
TablePartition,Instance of a database table partition in Atlan.,isQueryPreview,TBC
TablePartition,Instance of a database table partition in Atlan.,queryPreviewConfig,TBC
TablePartition,Instance of a database table partition in Atlan.,externalLocation,TBC
TablePartition,Instance of a database table partition in Atlan.,externalLocationRegion,TBC
TablePartition,Instance of a database table partition in Atlan.,externalLocationFormat,TBC
TablePartition,Instance of a database table partition in Atlan.,isPartitioned,TBC
TablePartition,Instance of a database table partition in Atlan.,partitionStrategy,TBC
TablePartition,Instance of a database table partition in Atlan.,partitionCount,TBC
TablePartition,Instance of a database table partition in Atlan.,partitionList,TBC
TablePartition,Instance of a database table partition in Atlan.,childTablePartitions,TBC
TablePartition,Instance of a database table partition in Atlan.,columns,TBC
TablePartition,Instance of a database table partition in Atlan.,parentTablePartition,TBC
TablePartition,Instance of a database table partition in Atlan.,parentTable,TBC
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,siteQualifiedName,TBC
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,projectQualifiedName,TBC
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,topLevelProjectQualifiedName,TBC
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,workbookQualifiedName,TBC
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,datasourceQualifiedName,TBC
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,projectHierarchy,TBC
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,dataCategory,TBC
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,role,TBC
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,tableauDataType,TBC
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,formula,TBC
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,upstreamFields,TBC
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,worksheets,TBC
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,datasource,TBC
TableauDashboard,Instance of a Tableau dashboard in Atlan.,siteQualifiedName,TBC
TableauDashboard,Instance of a Tableau dashboard in Atlan.,projectQualifiedName,TBC
TableauDashboard,Instance of a Tableau dashboard in Atlan.,workbookQualifiedName,TBC
TableauDashboard,Instance of a Tableau dashboard in Atlan.,topLevelProjectQualifiedName,TBC
TableauDashboard,Instance of a Tableau dashboard in Atlan.,projectHierarchy,TBC
TableauDashboard,Instance of a Tableau dashboard in Atlan.,workbook,TBC
TableauDashboard,Instance of a Tableau dashboard in Atlan.,worksheets,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,siteQualifiedName,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,projectQualifiedName,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,topLevelProjectQualifiedName,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,workbookQualifiedName,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,projectHierarchy,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,isPublished,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,hasExtracts,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,isCertified,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,certifier,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,certificationNote,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,certifierDisplayName,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,upstreamTables,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,upstreamDatasources,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,workbook,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,project,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,fields,TBC
TableauDatasource,Instance of a Tableau datasource in Atlan.,fields,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,siteQualifiedName,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,projectQualifiedName,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,topLevelProjectQualifiedName,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,workbookQualifiedName,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,datasourceQualifiedName,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,projectHierarchy,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,fullyQualifiedName,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,tableauDatasourceFieldDataCategory,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,tableauDatasourceFieldRole,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,tableauDatasourceFieldDataType,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,upstreamTables,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,tableauDatasourceFieldFormula,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,tableauDatasourceFieldBinSize,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,upstreamColumns,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,upstreamFields,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,datasourceFieldType,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,worksheets,TBC
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,datasource,TBC
TableauFlow,Instance of a Tableau flow in Atlan.,siteQualifiedName,TBC
TableauFlow,Instance of a Tableau flow in Atlan.,projectQualifiedName,TBC
TableauFlow,Instance of a Tableau flow in Atlan.,topLevelProjectQualifiedName,TBC
TableauFlow,Instance of a Tableau flow in Atlan.,projectHierarchy,TBC
TableauFlow,Instance of a Tableau flow in Atlan.,inputFields,TBC
TableauFlow,Instance of a Tableau flow in Atlan.,outputFields,TBC
TableauFlow,Instance of a Tableau flow in Atlan.,outputSteps,TBC
TableauFlow,Instance of a Tableau flow in Atlan.,project,TBC
TableauMetric,Instance of a Tableau metric in Atlan.,siteQualifiedName,TBC
TableauMetric,Instance of a Tableau metric in Atlan.,projectQualifiedName,TBC
TableauMetric,Instance of a Tableau metric in Atlan.,topLevelProjectQualifiedName,TBC
TableauMetric,Instance of a Tableau metric in Atlan.,projectHierarchy,TBC
TableauMetric,Instance of a Tableau metric in Atlan.,project,TBC
TableauProject,Instance of a Tableau project in Atlan.,siteQualifiedName,TBC
TableauProject,Instance of a Tableau project in Atlan.,topLevelProjectQualifiedName,TBC
TableauProject,Instance of a Tableau project in Atlan.,isTopLevelProject,TBC
TableauProject,Instance of a Tableau project in Atlan.,projectHierarchy,TBC
TableauProject,Instance of a Tableau project in Atlan.,parentProject,TBC
TableauProject,Instance of a Tableau project in Atlan.,workbooks,TBC
TableauProject,Instance of a Tableau project in Atlan.,site,TBC
TableauProject,Instance of a Tableau project in Atlan.,datasources,TBC
TableauProject,Instance of a Tableau project in Atlan.,flows,TBC
TableauProject,Instance of a Tableau project in Atlan.,childProjects,TBC
TableauSite,Instance of a Tableau site in Atlan.,projects,TBC
TableauWorkbook,Instance of a Tableau workbook in Atlan.,siteQualifiedName,TBC
TableauWorkbook,Instance of a Tableau workbook in Atlan.,projectQualifiedName,TBC
TableauWorkbook,Instance of a Tableau workbook in Atlan.,topLevelProjectName,TBC
TableauWorkbook,Instance of a Tableau workbook in Atlan.,topLevelProjectQualifiedName,TBC
TableauWorkbook,Instance of a Tableau workbook in Atlan.,projectHierarchy,TBC
TableauWorkbook,Instance of a Tableau workbook in Atlan.,project,TBC
TableauWorkbook,Instance of a Tableau workbook in Atlan.,dashboards,TBC
TableauWorkbook,Instance of a Tableau workbook in Atlan.,worksheets,TBC
TableauWorkbook,Instance of a Tableau workbook in Atlan.,datasources,TBC
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,siteQualifiedName,TBC
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,projectQualifiedName,TBC
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,topLevelProjectQualifiedName,TBC
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,projectHierarchy,TBC
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,workbookQualifiedName,TBC
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,workbook,TBC
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,datasourceFields,TBC
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,calculatedFields,TBC
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,dashboards,TBC
Tag,Base class for all Tag assets.,tagId,Unique identifier of the tag in the source system.
Tag,Base class for all Tag assets.,tagAttributes,Attributes associated with the tag in the source system.
Tag,Base class for all Tag assets.,tagAllowedValues,Allowed values for the tag in the source system. These are denormalized from tagAttributes for ease of querying.
Tag,Base class for all Tag assets.,mappedClassificationName,Name of the classification in Atlan that is mapped to this tag.
Thoughtspot,Base class for ThoughtSpot assets.,thoughtspotChartType,TBC
Thoughtspot,Base class for ThoughtSpot assets.,thoughtspotQuestionText,TBC
ThoughtspotDashlet,Instance of a ThoughtSpot Dashlet in Atlan.,thoughtspotLiveboardName,Name of the Liveboard in which the Dashlet exists.
ThoughtspotDashlet,Instance of a ThoughtSpot Dashlet in Atlan.,thoughtspotLiveboardQualifiedName,Unique name of the Liveboard in which the Dashlet exists.
ThoughtspotDashlet,Instance of a ThoughtSpot Dashlet in Atlan.,thoughtspotLiveboard,Liveboard in which the Dashlet exists.
ThoughtspotLiveboard,Instance of a ThoughtSpot Liveboard in Atlan.,thoughtspotDashlets,Dashlets within the Liveboard.
View,Instance of a database view in Atlan.,columnCount,Number of columns in this view.
View,Instance of a database view in Atlan.,rowCount,Number of rows in this view.
View,Instance of a database view in Atlan.,sizeBytes,Size of the view in bytes.
View,Instance of a database view in Atlan.,isQueryPreview,TBC
View,Instance of a database view in Atlan.,queryPreviewConfig,TBC
View,Instance of a database view in Atlan.,alias,TBC
View,Instance of a database view in Atlan.,isTemporary,Whether this view is temporary (true) or not (false).
View,Instance of a database view in Atlan.,definition,Definition of the view (DDL).
View,Instance of a database view in Atlan.,columns,Columns that exist within this view.
View,Instance of a database view in Atlan.,queries,Queries that involve this view.
View,Instance of a database view in Atlan.,atlanSchema,Schema in which this view exists.
AuthPolicyCondition,Detailed information about the conditions for a policy.,policyConditionType,TBC
AuthPolicyCondition,Detailed information about the conditions for a policy.,policyConditionValues,TBC
AuthPolicyValiditySchedule,Detailed information about the validity schedule for a policy.,policyValidityScheduleStartTime,TBC
AuthPolicyValiditySchedule,Detailed information about the validity schedule for a policy.,policyValidityScheduleEndTime,TBC
AuthPolicyValiditySchedule,Detailed information about the validity schedule for a policy.,policyValidityScheduleTimezone,TBC
AwsCloudWatchMetric,Detailed information about an AWS CloudWatch metric.,awsCloudWatchMetricName,Name of the AWS CloudWatch metric.
AwsCloudWatchMetric,Detailed information about an AWS CloudWatch metric.,awsCloudWatchMetricScope,Scope of the AWS CloudWatch metric.
AwsTag,Detailed information about an AWS tag.,awsTagKey,Key of the AWS tag.
AwsTag,Detailed information about an AWS tag.,awsTagValue,Value for the AWS tag.
AzureTag,Detailed information about an Azure tag.,azureTagKey,Key of the Azure tag.
AzureTag,Detailed information about an Azure tag.,azureTagValue,Value for the Azure tag.
BadgeCondition,Detailed information about a condition used in coloring a custom metadata badge in Atlan.,badgeConditionOperator,Comparison operator to use when comparing a custom metadata attribute's value.
BadgeCondition,Detailed information about a condition used in coloring a custom metadata badge in Atlan.,badgeConditionValue,Value against which to compare the custom metadata attribute's content.
BadgeCondition,Detailed information about a condition used in coloring a custom metadata badge in Atlan.,badgeConditionColorhex,"Color (in RGB hex, with a # prefix) to use when custom metadata attribute's content matches the value through the comparison operator."
ColumnValueFrequencyMap,Detailed information about frequently occuring values for a column.,columnValue,Value for the column.
ColumnValueFrequencyMap,Detailed information about frequently occuring values for a column.,columnValueFrequency,Number of records that contain the value.
DbtMetricFilter,Detailed information about a dbt Metric Filter.,dbtMetricFilterColumnQualifiedName,Unique name of the column the metric filter applies to.
DbtMetricFilter,Detailed information about a dbt Metric Filter.,dbtMetricFilterField,TBC
DbtMetricFilter,Detailed information about a dbt Metric Filter.,dbtMetricFilterOperator,TBC
